,name,html_page_link,tags
4355,Leads by Paid Keyword Detail Report,section_N1015534.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Marketing Reports', 'Leads by Paid Keyword Detail Report']"
4356,Sales by Paid Keyword Summary Report,section_N1015767.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Marketing Reports', 'Sales by Paid Keyword Summary Report']"
4357,Sales by Paid Keyword Detail Report,section_N1015994.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Marketing Reports', 'Sales by Paid Keyword Detail Report']"
4358,Campaign Clickthrough Summary Report,section_4054301175.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Marketing Reports', 'Campaign Clickthrough Summary Report']"
4359,Campaign Clickthrough Detail Report,section_4054301176.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Marketing Reports', 'Campaign Clickthrough Detail Report']"
4360,Promotional URLs,chapter_N1016228.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Promotional URLs']"
4361,Setting Up Marketing,chapter_N1017289.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Setting Up Marketing']"
4362,Marketing Preferences,section_N1017620.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Setting Up Marketing', 'Marketing Preferences']"
4363,Campaign Audiences,section_N1018420.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Setting Up Marketing', 'Campaign Audiences']"
4364,Campaign Verticals,section_N1018615.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Setting Up Marketing', 'Campaign Verticals']"
4365,Campaign Search Engines,section_N1018748.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Setting Up Marketing', 'Campaign Search Engines']"
4366,Campaign Channels,section_N1018882.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Setting Up Marketing', 'Campaign Channels']"
4367,Campaign Offers,section_N1019075.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Setting Up Marketing', 'Campaign Offers']"
4368,Customer Surveys,chapter_N1033486.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Customer Surveys']"
4369,Creating a Custom Record Type for a Customer Survey,section_N1033645.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Customer Surveys', 'Creating a Custom Record Type for a Customer Survey']"
4370,Building an Online Form for a Customer Survey,section_N1034071.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Customer Surveys', 'Building an Online Form for a Customer Survey']"
4371,Creating the Link to a Customer Survey,section_N1034442.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Customer Surveys', 'Creating the Link to a Customer Survey']"
4372,Sending Out a Customer Survey,section_N1035006.html,"['Marketing, Sales Force Automation, and Partners', 'Marketing', 'Customer Surveys', 'Sending Out a Customer Survey']"
4373,Sales Force Automation,book_N1035197.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation']"
4374,Sales Force Automation Overview,chapter_N1035383.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Force Automation Overview']"
4375,Setting Up SFA,chapter_N1035717.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA']"
4376,Sales Force Automation Preferences,section_N1035924.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Sales Force Automation Preferences']"
4377,Customer Statuses,section_N1036969.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Customer Statuses']"
4378,Team Selling,section_N1037318.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Team Selling']"
4379,Setting Up Team Selling,section_N1037578.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Team Selling', 'Setting Up Team Selling']"
4380,Overassignment and Adjustment Reps,section_N1038328.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Team Selling', 'Overassignment and Adjustment Reps']"
4381,Associating Sales Teams with Customers and Transactions,section_N1038639.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Team Selling', 'Associating Sales Teams with Customers and Transactions']"
4382,Mass Updating Sales Teams,section_N1038939.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Team Selling', 'Mass Updating Sales Teams']"
4383,Updating Individual Sales Teams,section_N1039075.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Team Selling', 'Updating Individual Sales Teams']"
4384,Marking an Employee as a Sales Rep,section_N1039206.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Marking an Employee as a Sales Rep']"
4385,Setting Up a Sales Team,section_N1039448.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Setting Up a Sales Team']"
4386,Sales Rules,section_N1039705.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Sales Rules']"
4387,Sales Territories,section_N1040011.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Sales Territories']"
4388,Prioritizing Sales Territories,section_N1042892.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Prioritizing Sales Territories']"
4389,Reassigning Customers to Sales Territories,section_N1042981.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Reassigning Customers to Sales Territories']"
4390,Establishing a Quota,section_N1043179.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Establishing a Quota']"
4391,Team Quotas,section_N1043866.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Team Quotas']"
4392,Selling with Promotion Codes,section_N1044239.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'Selling with Promotion Codes']"
4393,CRM Lists,section_N1044602.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'CRM Lists']"
4394,The Enhanced Sales Center SuiteApp,section_N136746.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'The Enhanced Sales Center SuiteApp']"
4395,Setting up the Enhanced Sales Center,section_N136896.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'The Enhanced Sales Center SuiteApp', 'Setting up the Enhanced Sales Center']"
4396,Sales Center Enhancements,section_N137107.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'The Enhanced Sales Center SuiteApp', 'Sales Center Enhancements']"
4397,Enhanced Sales Center Roles and Permissions,section_N137797.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'The Enhanced Sales Center SuiteApp', 'Sales Center Enhancements', 'Enhanced Sales Center Roles and Permissions']"
4398,"Enhanced Tabs, Categories, and Links",section_N137948.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'The Enhanced Sales Center SuiteApp', 'Sales Center Enhancements', 'Enhanced Tabs, Categories, and Links']"
4399,Enhanced Sales Forms,section_N138092.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'The Enhanced Sales Center SuiteApp', 'Sales Center Enhancements', 'Enhanced Sales Forms']"
4400,Enhanced Field Labels and Custom Fields,section_N226130.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'The Enhanced Sales Center SuiteApp', 'Sales Center Enhancements', 'Enhanced Field Labels and Custom Fields']"
4401,Enhanced Saved Search Forms and Search Results List Views,section_N230651.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'The Enhanced Sales Center SuiteApp', 'Sales Center Enhancements', 'Enhanced Saved Search Forms and Search Results List Views']"
4402,Enhanced Dashboards and Portlets,section_N230916.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'The Enhanced Sales Center SuiteApp', 'Sales Center Enhancements', 'Enhanced Dashboards and Portlets']"
4403,Customizing the Enhanced Sales Center,section_N231105.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Setting Up SFA', 'The Enhanced Sales Center SuiteApp', 'Customizing the Enhanced Sales Center']"
4404,Sales Forecasting,chapter_N1045230.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting']"
4405,Setting Up Sales Forecasting,section_N1045579.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Setting Up Sales Forecasting']"
4406,A Sales Personâs Guide to Forecasting,section_N1046401.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'A Sales Personâ\x80\x99s Guide to Forecasting']"
4407,Forecasting Best Practices,section_N1046608.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Forecasting Best Practices']"
4408,Forecasting Preferences,section_N1046772.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Forecasting Preferences']"
4409,Advanced Forecasting,section_N1047034.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Advanced Forecasting']"
4410,Estimates in the Forecast and Pipeline,section_N1047186.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Estimates in the Forecast and Pipeline']"
4411,Opportunities in the Forecast and Pipeline,section_N1047903.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Opportunities in the Forecast and Pipeline']"
4412,Opportunities and Team Selling,section_N1048674.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Opportunities in the Forecast and Pipeline', 'Opportunities and Team Selling']"
4413,Saving Sales Manager Forecasts,section_N1048767.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Saving Sales Manager Forecasts']"
4414,Saving Sales Rep Forecasts,section_N1049172.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Saving Sales Rep Forecasts']"
4415,Alternate Sales Amounts,section_N1049780.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Alternate Sales Amounts']"
4416,Setting Up ASA,section_N1049956.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Alternate Sales Amounts', 'Setting Up ASA']"
4417,Calculating ASA,section_N1050106.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Alternate Sales Amounts', 'Calculating ASA']"
4418,Basing Commission on ASA,section_N1050405.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Alternate Sales Amounts', 'Basing Commission on ASA']"
4419,ASA Sales Forecasts and Quotas,section_N1050636.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Alternate Sales Amounts', 'ASA Sales Forecasts and Quotas']"
4420,Historical Metrics,section_N1051008.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Historical Metrics']"
4421,Forecast Reports,section_N1051173.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Forecast Reports']"
4422,Sales Forecast vs. Quota Report,section_N1051599.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Forecast Reports', 'Sales Forecast vs. Quota Report']"
4423,Alt. Sales and Billings Forecast vs. Quota Report,section_N1056111.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Forecast Reports', 'Alt. Sales and Billings Forecast vs. Quota Report']"
4424,Alt. Sales Forecast vs. Quota Report,section_N1056367.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Forecast Reports', 'Alt. Sales Forecast vs. Quota Report']"
4425,Billings Forecast vs. Quota Report,section_N1056636.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Forecast Reports', 'Billings Forecast vs. Quota Report']"
4426,Forecast by Status Summary Report,section_N1056905.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Forecast Reports', 'Forecast by Status Summary Report']"
4427,Calculated Forecast by Sales Rep Report,section_N1057138.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Forecast Reports', 'Calculated Forecast by Sales Rep Report']"
4428,Forecast by Sales Rep Summary Report,section_N1057440.html,"['Marketing, Sales Force Automation, and Partners', 'Sales Force Automation', 'Sales Forecasting', 'Forecast Reports', 'Forecast by Sales Rep Summary Report']"
